NAME,LINK
KOPPELMANN J,
WOZNIAK E,
MCGINN L,https://www.ratemyprofessors.com/professor/2632398
ELLIS A,https://www.ratemyprofessors.com/professor/2903891
ARYAL A,https://www.ratemyprofessors.com/professor/2737447
ANAND B,
LEWIS P,https://www.ratemyprofessors.com/professor/2634504
ANDREWS W,
RISING H,https://www.ratemyprofessors.com/professor/2566203
WANG H,
DAHLSTROM W,
VAN ZANDT S,
RUMBACH A,
ROBERTS A,https://www.ratemyprofessors.com/professor/2736685
DAY W,
COWELL R,https://www.ratemyprofessors.com/professor/2130154
CARLETTI S,https://www.ratemyprofessors.com/professor/2507897
EILERS H,https://www.ratemyprofessors.com/professor/2457750
HE S,https://www.ratemyprofessors.com/professor/2445846
SMITH K,https://www.ratemyprofessors.com/professor/541381
HEYMANN J,
LANTZ C,
GILLIE A,
MCLAUGHLIN T,https://www.ratemyprofessors.com/professor/2126644
STARRETT C,
MARBACH M,
TALBOT B,
CASTELLANOS SOSA F,
ZONGYUAN L,
NAPPER L,
MACWILLIE D,
SOWELL J,
LAHEY J,
LEWIS E,
COOPERSMITH J,https://www.ratemyprofessors.com/professor/855676
ASHLEY F,
CLARKE M,https://www.ratemyprofessors.com/professor/2426772
RODRIGUEZ C,https://www.ratemyprofessors.com/professor/2816194
TIPLADY L,
WEAVER A,https://www.ratemyprofessors.com/professor/2507024
REDMAN K,
COHEN D,https://www.ratemyprofessors.com/professor/2699333
MCANALLY M,
TSE S,https://www.ratemyprofessors.com/professor/2565527
GREEN J,https://www.ratemyprofessors.com/professor/2223260
HUTCHINS N,https://www.ratemyprofessors.com/professor/2863541
COLE H,https://www.ratemyprofessors.com/professor/2721604
BOLANDNAZAR M,
RUAN Y,https://www.ratemyprofessors.com/professor/2785441
TEBEAUX W,
MAHAJAN A,https://www.ratemyprofessors.com/professor/2929930
ARAUJO A,https://www.ratemyprofessors.com/professor/2096599
AGRAWAL A,https://www.ratemyprofessors.com/professor/2126293
SWIM K,https://www.ratemyprofessors.com/professor/682879
KOUFTEROS B,https://www.ratemyprofessors.com/professor/2631132
BARRICK M,https://www.ratemyprofessors.com/professor/2635429
LEE Y,https://www.ratemyprofessors.com/professor/2000526
PRENGLER M,https://www.ratemyprofessors.com/professor/2538073
CHALUPA J,https://www.ratemyprofessors.com/professor/2457161
YORK F,https://www.ratemyprofessors.com/professor/2505278
BUENGER V,https://www.ratemyprofessors.com/professor/2491407
SY V,
ONG M,
HAKIM O,https://www.ratemyprofessors.com/professor/2631131
KLOTZ A,
DEVERS C,https://www.ratemyprofessors.com/professor/683554
ARORA V,
HOWARD M,
RANGASWAMY P,https://www.ratemyprofessors.com/professor/2665830
GRIFFTH D,
SCHNEIDERMAN E,
ZANDINEJAD A,
CHO S,https://www.ratemyprofessors.com/professor/1509271
WYATT L,
MALLONEE L,
BENDER S,
BUSCHANG P,
PONJUAN L,https://www.ratemyprofessors.com/professor/2588161
HILL-JACKSON V,https://www.ratemyprofessors.com/professor/2009709
ABDELRAHMAN N,
BROWN J,https://www.ratemyprofessors.com/professor/2287428
COLE S,https://www.ratemyprofessors.com/professor/2694101
ZADEGH ABADI M,
RUIZ B,https://www.ratemyprofessors.com/professor/2420315
SANTOS R,https://www.ratemyprofessors.com/professor/2399786
MORRIS L,https://www.ratemyprofessors.com/professor/1740635
DIRANI K,
LINCOLN Y,https://www.ratemyprofessors.com/professor/2402199
ACOSTA S,https://www.ratemyprofessors.com/professor/1437993
TANG S,
STOUGH L,https://www.ratemyprofessors.com/professor/2493247
KWOK O,
KARMANIOLOU S,https://www.ratemyprofessors.com/professor/2503976
RITTER N,
GILSON C,
PERROTT L,https://www.ratemyprofessors.com/professor/2434883
SMITH L,
NEWELL K,
SHIPLEY M,https://www.ratemyprofessors.com/professor/2291957
MCNEILL E,https://www.ratemyprofessors.com/professor/2091925
EVANS J,https://www.ratemyprofessors.com/professor/2612141
FEHR S,https://www.ratemyprofessors.com/professor/2046873
HANIK B,https://www.ratemyprofessors.com/professor/2101752
RAHN R,https://www.ratemyprofessors.com/professor/1949403
BIN RADHYAN F,https://www.ratemyprofessors.com/professor/2745751
SANDLIN M,https://www.ratemyprofessors.com/professor/2017259
ALEXANDER J,https://www.ratemyprofessors.com/professor/2639497
WILLIAMS D,https://www.ratemyprofessors.com/professor/1859338
NABIL A,https://www.ratemyprofessors.com/professor/2641867
PROCHNOW T,https://www.ratemyprofessors.com/professor/2851118
KLIMEK S,https://www.ratemyprofessors.com/professor/2742855
COLLINS E,https://www.ratemyprofessors.com/professor/2691478
APOSTOLOPOULOS Y,https://www.ratemyprofessors.com/professor/2127650
MILSTEIN S,https://www.ratemyprofessors.com/professor/2551178
ORTEGA S,https://www.ratemyprofessors.com/professor/2738895
MONTEMAYOR B,https://www.ratemyprofessors.com/professor/2947795
BAETGE C,https://www.ratemyprofessors.com/professor/2326780
BILLINGS S,https://www.ratemyprofessors.com/professor/2638855
JI Q,https://www.ratemyprofessors.com/professor/2200796
WILSON K,https://www.ratemyprofessors.com/professor/2413998
NICKSIC H,https://www.ratemyprofessors.com/professor/2172028
OWENS C,
MIN J,https://www.ratemyprofessors.com/professor/2873592
GILREATH T,https://www.ratemyprofessors.com/professor/2300903
SHERMAN L,https://www.ratemyprofessors.com/professor/1997701
GARNEY W,https://www.ratemyprofessors.com/professor/2230277
WILLINGHAM K,https://www.ratemyprofessors.com/professor/2077495
BREIDENBACH B,
WAITE L,https://www.ratemyprofessors.com/professor/1981604
JOHNSON D,https://www.ratemyprofessors.com/professor/2371705
NOTTINGHAM K,
CAMPBELL K,https://www.ratemyprofessors.com/professor/2324267
BREAUX W,
HUMPHRIES M,
LIGHTFOOT J,
FLUCKEY J,https://www.ratemyprofessors.com/professor/2280873
DEUTZ N,
ELLSWORTH R,
SPRINGER D,https://www.ratemyprofessors.com/professor/2642177
FOSTER S,https://www.ratemyprofessors.com/professor/2452263
PARK S,https://www.ratemyprofessors.com/professor/2246464
DIXON M,https://www.ratemyprofessors.com/professor/2509507
HAMMER J,https://www.ratemyprofessors.com/professor/722771
LAUB J,https://www.ratemyprofessors.com/professor/2484854
JAMES M,https://www.ratemyprofessors.com/professor/2547125
HERMAN B,https://www.ratemyprofessors.com/professor/2644340
RUGH M,
DE LA CRUZ I,https://www.ratemyprofessors.com/professor/2648406
AMIN S,
SANTARELLI L,
CALABRESE J,
HARMON F,https://www.ratemyprofessors.com/professor/2368791
SOBOTKA A,
KIDD A,https://www.ratemyprofessors.com/professor/2864093
RAVEN S,https://www.ratemyprofessors.com/professor/2542572
STRGANAC T,https://www.ratemyprofessors.com/professor/1903796
DOGARIU A,https://www.ratemyprofessors.com/professor/2844178
FERNANDES R,
LIMBACH C,https://www.ratemyprofessors.com/professor/2818593
WORSHAM B,https://www.ratemyprofessors.com/professor/2759275
DIAZ ARTILES A,https://www.ratemyprofessors.com/professor/2400598
BOWERSOX R,
WONG Z,
HUTCHINSON A,
LAGOUDAS D,https://www.ratemyprofessors.com/professor/958796
JESSEN S,https://www.ratemyprofessors.com/professor/2597419
MAASARANI L,
ISAAC A,https://www.ratemyprofessors.com/professor/2709300
ALMAGUER J,
WARE T,https://www.ratemyprofessors.com/professor/2866719
FLETCHER G,
MAITLAND K,
HARIDAS B,
LELE T,
DJIRE A,https://www.ratemyprofessors.com/professor/2635198
HALIM S,https://www.ratemyprofessors.com/professor/2655629
VADDIRAJU S,https://www.ratemyprofessors.com/professor/2009333
BEHIE S,https://www.ratemyprofessors.com/professor/2753459
AUTENRIETH R,https://www.ratemyprofessors.com/professor/2540738
MOHAMMADGHOLIBEYKI,
KHAJWAL A,
ASHRAF S,
MA X,https://www.ratemyprofessors.com/professor/2279046
CHEN H,https://www.ratemyprofessors.com/professor/2475135
HWANGBO M,
SIDERIS P,https://www.ratemyprofessors.com/professor/2381601
YARNOLD M,https://www.ratemyprofessors.com/professor/2557352
WURBS R,
HAMILTON P,https://www.ratemyprofessors.com/professor/2281345
WICKLIFF T,https://www.ratemyprofessors.com/professor/1940801
SUBRAMANIAN R,
PORTER J,
LEWIS H,https://www.ratemyprofessors.com/professor/2312470
KELLY R,
POLSLEY S,https://www.ratemyprofessors.com/professor/2641728
CHAWLA H,
JIMENEZ D,https://www.ratemyprofessors.com/professor/2221522
HUANG S,https://www.ratemyprofessors.com/professor/2424729
ANGERT A,https://www.ratemyprofessors.com/professor/2925318
NGUYEN K,
SHARON G,https://www.ratemyprofessors.com/professor/2621379
CHASPARI T,https://www.ratemyprofessors.com/professor/2529076
SAXENA N,https://www.ratemyprofessors.com/professor/2879930
HUANG H,https://www.ratemyprofessors.com/professor/2582427
SNODGRASS J,
SAFDARIAN F,
RAHIMIAN M,https://www.ratemyprofessors.com/professor/2259633
HEIDARZADEH A,https://www.ratemyprofessors.com/professor/2463773
PARK H,https://www.ratemyprofessors.com/professor/2336800
PEERZADA A,
DASGUPTA S,https://www.ratemyprofessors.com/professor/2637446
KAMEOKA J,https://www.ratemyprofessors.com/professor/2220992
DHULIPALA P,
NARASIMHA D,
ZOU J,https://www.ratemyprofessors.com/professor/2220991
NARAYANAN K,https://www.ratemyprofessors.com/professor/2241218
CHAMBERLAND-,https://www.ratemyprofessors.com/professor/1569832
ANNAPAREDDY N,https://www.ratemyprofessors.com/professor/882123
EL HELOU R,
KUMAR P,https://www.ratemyprofessors.com/professor/2376250
DUFFIELD N,https://www.ratemyprofessors.com/professor/2336212
SARKER N,https://www.ratemyprofessors.com/professor/2620381
DINAVAHI A,
FOX R,https://www.ratemyprofessors.com/professor/1997822
DECKER L,
LORENZO M,
FRYMIRE R,
SAEIDI S,https://www.ratemyprofessors.com/professor/2742163
FANG G,https://www.ratemyprofessors.com/professor/2319636
WALLACE D,
GOLLA M,https://www.ratemyprofessors.com/professor/2291173
ZOGHI B,https://www.ratemyprofessors.com/professor/1120975
RAVINDRAN A,
ZAHED K,https://www.ratemyprofessors.com/professor/2690927
BAILEY J,https://www.ratemyprofessors.com/professor/2620050
BONETOLIVENCIA S,
BANERJEE A,https://www.ratemyprofessors.com/professor/2212537
GRAVES G,https://www.ratemyprofessors.com/professor/2066590
SMITH A,https://www.ratemyprofessors.com/professor/2542591
WOLFF S,https://www.ratemyprofessors.com/professor/2625940
APRAHAMIAN H,https://www.ratemyprofessors.com/professor/2527362
MCDONALD T,https://www.ratemyprofessors.com/professor/2360379
CASTANEDA-LOPEZ H,
CREASY T,https://www.ratemyprofessors.com/professor/2278004
SU H,https://www.ratemyprofessors.com/professor/1679501
TAGHIZADEH S,
KOLANSKY J,https://www.ratemyprofessors.com/professor/2717859
MCADAMS D,
STAACK D,https://www.ratemyprofessors.com/professor/2687609
YU C,https://www.ratemyprofessors.com/professor/2149486
AMIRI A,https://www.ratemyprofessors.com/professor/2643086
SARIPALLI S,
RATHINAM S,https://www.ratemyprofessors.com/professor/2611886
GRUNLAN J,
SANANDRES L,
CLARIDGE D,
DELGADO-MARQUEZ A,
LUNNEY J,
ANWAR S,
CHUNG J,https://www.ratemyprofessors.com/professor/2939899
KING J,
RAIMAN S,
HASSAN Y,https://www.ratemyprofessors.com/professor/1014306
FIGLUS J,
PERLIN M,
HASAN A,https://www.ratemyprofessors.com/professor/2724346
SCHECHTER D,https://www.ratemyprofessors.com/professor/1398810
KILLOUGH J,
CUNHA J,https://www.ratemyprofessors.com/professor/2638405
HILL A,https://www.ratemyprofessors.com/professor/2642638
MORITA N,
MORIDIS G,https://www.ratemyprofessors.com/professor/1398808
ULLOA O,
ARISTIDOU M,
SUEN C,
KANG C,
KLEIN D,https://www.ratemyprofessors.com/professor/2071512
RYAN J,
HUFTON A,
SANTSCHI P,
HIGHFIELD W,
BRODY S,
LABONTE J,
JURGENS L,
SCHULZE A,
POTIER P,
VERMA A,
MILESKI J,
WATERWORTH L,
SPARKS C,
WESTFALL K,
COONROD J,
PEREZ R,https://www.ratemyprofessors.com/professor/2921703
GILLESPIE P,
RAPP A,
ROARK E,https://www.ratemyprofessors.com/professor/2415743
WILLIAMS T,https://www.ratemyprofessors.com/professor/2405538
BOMBARDI R,https://www.ratemyprofessors.com/professor/2318313
SANSOM L,https://www.ratemyprofessors.com/professor/2458885
ALLEN G,https://www.ratemyprofessors.com/professor/1877990
YANCEY T,https://www.ratemyprofessors.com/professor/1597957
CHRPA M,https://www.ratemyprofessors.com/professor/2594521
NEELY S,https://www.ratemyprofessors.com/professor/2693854
GIARDINO J,https://www.ratemyprofessors.com/professor/2637614
BECKER M,https://www.ratemyprofessors.com/professor/2073723
ZHAN H,
BENAVIDES IGLESIAS,https://www.ratemyprofessors.com/professor/2141392
ACHBERGER A,https://www.ratemyprofessors.com/professor/2773624
STOESSEL A,https://www.ratemyprofessors.com/professor/1715035
DOYLE S,https://www.ratemyprofessors.com/professor/2304359
HENNING W,
SEYMORE M,
MARKOVIC M,
BYRNES W,
ROWLETT K,
DANCY J,
MARLETT D,
TOPINKA J,
HELGE T,
WURTZ K,
MAHER B,
WALLACE W,https://www.ratemyprofessors.com/professor/2764471
LUCAS G,
REILLY P,
HARGROVE D,
KU C,https://www.ratemyprofessors.com/professor/2056674
BRILL A,
KOEHLER M,
WELSH N,
GALLO G,https://www.ratemyprofessors.com/professor/2603695
GRAF K,https://www.ratemyprofessors.com/professor/1723842
CUELLO DEL POZO P,https://www.ratemyprofessors.com/professor/2624582
BURKE A,https://www.ratemyprofessors.com/professor/1917227
ACHORN A,https://www.ratemyprofessors.com/professor/2357316
INURRETA DIAZ A,
PRANG T,
WACHSMANN S,https://www.ratemyprofessors.com/professor/2484472
MOENCH M,https://www.ratemyprofessors.com/professor/2576784
WERNER C,
GOEBEL F,https://www.ratemyprofessors.com/professor/2197072
PUGA M,
DORSEY L,https://www.ratemyprofessors.com/professor/2277819
DHIMA K,https://www.ratemyprofessors.com/professor/2644896
YI U,https://www.ratemyprofessors.com/professor/2270266
KENDALL S,https://www.ratemyprofessors.com/professor/1551716
ZHU Y,
HOOKS A,
LI J,https://www.ratemyprofessors.com/professor/2368085
PEREIRA,https://www.ratemyprofessors.com/professor/2315220
ITO M,https://www.ratemyprofessors.com/professor/2590562
GANTT SHAFER J,https://www.ratemyprofessors.com/professor/2745033
RAMIREZ A,https://www.ratemyprofessors.com/professor/2555980
YAVARI M,
TANG L,https://www.ratemyprofessors.com/professor/2354390
SCHERR S,https://www.ratemyprofessors.com/professor/2639104
LUECK J,https://www.ratemyprofessors.com/professor/2216556
WALLIS C,https://www.ratemyprofessors.com/professor/2191647
FANG Z,https://www.ratemyprofessors.com/professor/2696898
EDWARDSON J,https://www.ratemyprofessors.com/professor/109207
HOEKSTRA M,https://www.ratemyprofessors.com/professor/2206790
TIAN S,
TEMPLE C,
GRONBERG T,https://www.ratemyprofessors.com/professor/2206799
MANESS R,https://www.ratemyprofessors.com/professor/2189745
LUCO ECHEVERRIA F,https://www.ratemyprofessors.com/professor/2477937
GUO H,https://www.ratemyprofessors.com/professor/2452093
JO Y,https://www.ratemyprofessors.com/professor/2471416
PANTUSO T,https://www.ratemyprofessors.com/professor/2307657
PRICE C,https://www.ratemyprofessors.com/professor/2431240
ROZIER J,https://www.ratemyprofessors.com/professor/2218632
NEIGHBORS R,https://www.ratemyprofessors.com/professor/2245203
KALLENDORF C,https://www.ratemyprofessors.com/professor/489532
STABILE S,https://www.ratemyprofessors.com/professor/240451
TUHKANEN M,https://www.ratemyprofessors.com/professor/2231514
GONZENBACH S,https://www.ratemyprofessors.com/professor/2296844
MOREY A,https://www.ratemyprofessors.com/professor/2153380
MILLS R,https://www.ratemyprofessors.com/professor/2463336
MISEMER S,
CURRY R,https://www.ratemyprofessors.com/professor/599490
GARCIA J,https://www.ratemyprofessors.com/professor/2687599
CHAVARRO J,https://www.ratemyprofessors.com/professor/2653783
ZAPATA G,https://www.ratemyprofessors.com/professor/2602185
HAEFELI E,https://www.ratemyprofessors.com/professor/2053708
PALUKA A,https://www.ratemyprofessors.com/professor/2638365
KAMPHOEFNER W,https://www.ratemyprofessors.com/professor/1136876
WENDT J,https://www.ratemyprofessors.com/professor/2692374
VAUGHT D,https://www.ratemyprofessors.com/professor/1828506
MACNAMARA L,https://www.ratemyprofessors.com/professor/2201541
RIEGG S,https://www.ratemyprofessors.com/professor/2208433
BICKHAM T,https://www.ratemyprofessors.com/professor/729568
ROE R,https://www.ratemyprofessors.com/professor/2421313
MAKOWICKI S,https://www.ratemyprofessors.com/professor/2623361
DROR O,https://www.ratemyprofessors.com/professor/1324789
HINOJOSA F,https://www.ratemyprofessors.com/professor/2214238
KONRAD C,https://www.ratemyprofessors.com/professor/2183065
COBBS E,https://www.ratemyprofessors.com/professor/2489144
LIM R,https://www.ratemyprofessors.com/professor/2875305
BRILL O,
ZAK C,https://www.ratemyprofessors.com/professor/2732074
FRELIER J,
GOLSAN R,https://www.ratemyprofessors.com/professor/2066110
ANGEL T,
GARIAZZO M,https://www.ratemyprofessors.com/professor/1810977
BALL III J,
HOWARD N,https://www.ratemyprofessors.com/professor/2542184
PETTERSSON M,https://www.ratemyprofessors.com/professor/2745502
MEDA CALDERON D,
SWEET K,https://www.ratemyprofessors.com/professor/2002892
JAMES J,https://www.ratemyprofessors.com/professor/2520752
CRIST A,https://www.ratemyprofessors.com/professor/2756116
RIVERA O,https://www.ratemyprofessors.com/professor/2857907
JOSE C,https://www.ratemyprofessors.com/professor/2370082
IVES A,https://www.ratemyprofessors.com/professor/2586197
CROOK M,https://www.ratemyprofessors.com/professor/2627671
LIM P,https://www.ratemyprofessors.com/professor/527386
PETERSON E,https://www.ratemyprofessors.com/professor/2455089
BONDARENKO L,
MEDINA A,https://www.ratemyprofessors.com/professor/2561533
SIMPSON H,
ALLAMONG M,
PHILLIPS M,
JUNQUEIRA MACHADO A,
APPELDORN N,
GEVA N,https://www.ratemyprofessors.com/professor/1714450
SOUZA F,https://www.ratemyprofessors.com/professor/2662322
LENCH H,https://www.ratemyprofessors.com/professor/1039806
WILLIAMS A,https://www.ratemyprofessors.com/professor/1979593
LEONTYEV A,https://www.ratemyprofessors.com/professor/2617551
CRIST J,https://www.ratemyprofessors.com/professor/2711650
HAGEN E,
HOWIE W,
EITAN S,https://www.ratemyprofessors.com/professor/1173740
BOLGER P,https://www.ratemyprofessors.com/professor/2192036
BOLANOS C,
PERES C,
SABAT I,https://www.ratemyprofessors.com/professor/2243528
CAMPOS J,
HUEY E,https://www.ratemyprofessors.com/professor/2366370
EMMANUEL S,
LINNEMAN J,https://www.ratemyprofessors.com/professor/1012013
OHSFELDT M,https://www.ratemyprofessors.com/professor/2643194
PALS H,https://www.ratemyprofessors.com/professor/2015207
MCNEELY A,
GOLDSMITH P,https://www.ratemyprofessors.com/professor/2063687
SAKAMOTO A,https://www.ratemyprofessors.com/professor/1972635
FOSTER H,https://www.ratemyprofessors.com/professor/1890668
BERKOWITZ L,https://www.ratemyprofessors.com/professor/2696006
FOSSETT M,https://www.ratemyprofessors.com/professor/2370707
PLANKEY- VIDELA N,https://www.ratemyprofessors.com/professor/2254279
KIDDER K,
ARNOLD S,
LIU F,
MUTHUCHAMY M,
VANBUREN V,
TRACHE A,
HUSTON D,
MITCHELL B,
DUBOIS D,
BRAKORA K,
CARTER R,
CHANDLER T,
ORR M,
CHEATHAM S,
BLAIR J,
CUNNINGHAM M,
HUEBNER R,
MONDAY P,
DALTON C,
BENTLEY A,
FIELD B,
CARRILLO G,https://www.ratemyprofessors.com/professor/2670210
JOHNSON N,
CIZMAS L,https://www.ratemyprofessors.com/professor/2432977
PICKENS A,https://www.ratemyprofessors.com/professor/2584654
BENDEN M,
MENDOZA SANCHEZ I,
SHARMA V,https://www.ratemyprofessors.com/professor/2876766
ZHENG Q,
ZHAO H,https://www.ratemyprofessors.com/professor/2908862
HAN D,https://www.ratemyprofessors.com/professor/2010793
XU X,https://www.ratemyprofessors.com/professor/2458964
ROH T,
DIXON B,
CLENDENIN M,
KALBASI S,https://www.ratemyprofessors.com/professor/2326782
GORMAN D,
HATALA J,https://www.ratemyprofessors.com/professor/2701890
WASHBURN D,
FORD E,
BUTKUS S,
COTE M,
ANDREYEVA E,
FISH J,
KUM H,
SCHMIT C,https://www.ratemyprofessors.com/professor/2672197
COLWELL G,
CALLAGHAN T,
UKERT B,
KASH B,https://www.ratemyprofessors.com/professor/947050
SHARKEY J,
BURDINE J,
RODRIGUEZ J,
BOKELMANN A,https://www.ratemyprofessors.com/professor/2566208
